STATUS | wrapper  | 2014/06/09 09:54:15 | --> Wrapper Started as Console
INFO   | jvm 1    | 2014/06/09 09:54:42 | 2014-6-9 9:54:42 org.ansj.library.NgramLibrary <clinit>
INFO   | jvm 1    | 2014/06/09 09:54:42 | %S
INFO   | jvm 1    | 2014/06/09 09:54:42 | 
INFO   | jvm 1    | 2014/06/09 09:54:42 | %S
INFO   | jvm 1    | 2014/06/09 09:54:42 | 
INFO   | jvm 1    | 2014/06/09 09:54:42 | [2014-06-09 09:54:42,202][INFO ][ansj-redis-pool          ] 127.0.0.1:6379
INFO   | jvm 1    | 2014/06/09 09:54:42 | redis.clients.jedis.exceptions.JedisConnectionException: Could not get a resource from the pool
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.util.Pool.getResource(Pool.java:22)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at org.ansj.elasticsearch.pubsub.redis.RedisUtils.getConnection(RedisUtils.java:22)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at org.ansj.elasticsearch.index.config.AnsjElasticConfigurator$1.run(AnsjElasticConfigurator.java:79)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.lang.Thread.run(Thread.java:695)
INFO   | jvm 1    | 2014/06/09 09:54:42 | Caused by: redis.clients.jedis.exceptions.JedisConnectionException: java.net.ConnectException: Connection refused
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.jedis.Connection.connect(Connection.java:124)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.jedis.BinaryClient.connect(BinaryClient.java:54)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.jedis.BinaryJedis.connect(BinaryJedis.java:1657)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.jedis.JedisPool$JedisFactory.makeObject(JedisPool.java:63)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at org.apache.commons.pool.impl.GenericObjectPool.borrowObject(GenericObjectPool.java:1158)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.util.Pool.getResource(Pool.java:20)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	... 3 more
INFO   | jvm 1    | 2014/06/09 09:54:42 | Caused by: java.net.ConnectException: Connection refused
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.net.PlainSocketImpl.socketConnect(Native Method)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.net.PlainSocketImpl.doConnect(PlainSocketImpl.java:382)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.net.PlainSocketImpl.connectToAddress(PlainSocketImpl.java:241)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:228)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:431)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.net.Socket.connect(Socket.java:527)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.jedis.Connection.connect(Connection.java:119)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	... 8 more
INFO   | jvm 1    | 2014/06/09 09:54:42 | [2014-06-09 09:54:42,220][ERROR][ansj-redis-utils         ] Could not get a resource from the pool
INFO   | jvm 1    | 2014/06/09 09:54:42 | redis.clients.jedis.exceptions.JedisConnectionException: Could not get a resource from the pool
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.util.Pool.getResource(Pool.java:22)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at org.ansj.elasticsearch.pubsub.redis.RedisUtils.getConnection(RedisUtils.java:22)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at org.ansj.elasticsearch.index.config.AnsjElasticConfigurator$1.run(AnsjElasticConfigurator.java:79)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.lang.Thread.run(Thread.java:695)
INFO   | jvm 1    | 2014/06/09 09:54:42 | Caused by: redis.clients.jedis.exceptions.JedisConnectionException: java.net.ConnectException: Connection refused
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.jedis.Connection.connect(Connection.java:124)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.jedis.BinaryClient.connect(BinaryClient.java:54)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.jedis.BinaryJedis.connect(BinaryJedis.java:1657)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.jedis.JedisPool$JedisFactory.makeObject(JedisPool.java:63)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at org.apache.commons.pool.impl.GenericObjectPool.borrowObject(GenericObjectPool.java:1158)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.util.Pool.getResource(Pool.java:20)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	... 3 more
INFO   | jvm 1    | 2014/06/09 09:54:42 | Caused by: java.net.ConnectException: Connection refused
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.net.PlainSocketImpl.socketConnect(Native Method)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.net.PlainSocketImpl.doConnect(PlainSocketImpl.java:382)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.net.PlainSocketImpl.connectToAddress(PlainSocketImpl.java:241)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:228)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:431)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.net.Socket.connect(Socket.java:527)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at redis.clients.jedis.Connection.connect(Connection.java:119)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	... 8 more
INFO   | jvm 1    | 2014/06/09 09:54:42 | 
INFO   | jvm 1    | 2014/06/09 09:54:42 | Exception in thread "Thread-9" java.lang.NullPointerException
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at org.ansj.elasticsearch.index.config.AnsjElasticConfigurator$1.run(AnsjElasticConfigurator.java:83)
INFO   | jvm 1    | 2014/06/09 09:54:42 | 	at java.lang.Thread.run(Thread.java:695)
INFO   | jvm 1    | 2014/06/09 09:54:42 | [2014-06-09 09:54:42,404][INFO ][cluster.metadata         ] [Stingray] [.marvel-2014.06.09] creating index, cause [auto(bulk api)], shards [1]/[1], mappings [node_stats, index_stats, _default_]
INFO   | jvm 1    | 2014/06/09 09:54:43 | [2014-06-09 09:54:43,254][INFO ][cluster.metadata         ] [Stingray] [.marvel-2014.06.09] update_mapping [node_stats] (dynamic)
INFO   | jvm 1    | 2014/06/09 09:54:43 | [2014-06-09 09:54:43,369][INFO ][cluster.metadata         ] [Stingray] [.marvel-2014.06.09] update_mapping [routing_event] (dynamic)
INFO   | jvm 1    | 2014/06/09 09:54:43 | [2014-06-09 09:54:43,381][INFO ][cluster.metadata         ] [Stingray] [.marvel-2014.06.09] update_mapping [index_event] (dynamic)
INFO   | jvm 1    | 2014/06/09 09:54:43 | [2014-06-09 09:54:43,391][INFO ][cluster.metadata         ] [Stingray] [.marvel-2014.06.09] update_mapping [shard_event] (dynamic)
INFO   | jvm 1    | 2014/06/09 09:54:43 | [2014-06-09 09:54:43,401][INFO ][cluster.metadata         ] [Stingray] [.marvel-2014.06.09] update_mapping [cluster_event] (dynamic)
INFO   | jvm 1    | 2014/06/09 09:54:43 | [2014-06-09 09:54:43,410][INFO ][cluster.metadata         ] [Stingray] [.marvel-2014.06.09] update_mapping [node_event] (dynamic)
INFO   | jvm 1    | 2014/06/09 09:54:43 | [2014-06-09 09:54:43,505][INFO ][cluster.metadata         ] [Stingray] [.marvel-2014.06.09] update_mapping [indices_stats] (dynamic)
INFO   | jvm 1    | 2014/06/09 09:54:43 | [2014-06-09 09:54:43,542][INFO ][cluster.metadata         ] [Stingray] [.marvel-2014.06.09] update_mapping [index_stats] (dynamic)
INFO   | jvm 1    | 2014/06/09 09:54:43 | [2014-06-09 09:54:43,576][INFO ][cluster.metadata         ] [Stingray] [.marvel-2014.06.09] update_mapping [cluster_stats] (dynamic)
STATUS | wrapper  | 2014/06/09 09:57:54 | INT trapped.  Shutting down.
INFO   | jvm 1    | 2014/06/09 09:57:54 | [2014-06-09 09:57:54,808][INFO ][node                     ] [Stingray] stopping ...
INFO   | jvm 1    | 2014/06/09 09:57:54 | [2014-06-09 09:57:54,938][ERROR][marvel.agent.exporter    ] [Stingray] error sending data
INFO   | jvm 1    | 2014/06/09 09:57:54 | java.net.ConnectException: Connection refused
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at java.net.PlainSocketImpl.socketConnect(Native Method)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at java.net.PlainSocketImpl.doConnect(PlainSocketImpl.java:382)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at java.net.PlainSocketImpl.connectToAddress(PlainSocketImpl.java:241)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:228)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:431)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at java.net.Socket.connect(Socket.java:527)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at sun.net.NetworkClient.doConnect(NetworkClient.java:158)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at sun.net.www.http.HttpClient.openServer(HttpClient.java:424)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at sun.net.www.http.HttpClient.openServer(HttpClient.java:538)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at sun.net.www.http.HttpClient.parseHTTP(HttpClient.java:668)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at sun.net.www.protocol.http.HttpURLConnection.getInputStream(HttpURLConnection.java:1218)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at java.net.HttpURLConnection.getResponseCode(HttpURLConnection.java:379)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at org.elasticsearch.marvel.agent.exporter.ESExporter.sendCloseExportingConnection(ESExporter.java:218)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at org.elasticsearch.marvel.agent.exporter.ESExporter.exportXContent(ESExporter.java:251)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at org.elasticsearch.marvel.agent.exporter.ESExporter.exportEvents(ESExporter.java:160)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at org.elasticsearch.marvel.agent.AgentService$ExportingWorker.exportEvents(AgentService.java:287)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at org.elasticsearch.marvel.agent.AgentService$ExportingWorker.run(AgentService.java:249)
INFO   | jvm 1    | 2014/06/09 09:57:54 | 	at java.lang.Thread.run(Thread.java:695)
INFO   | jvm 1    | 2014/06/09 09:57:54 | [2014-06-09 09:57:54,939][INFO ][node                     ] [Stingray] stopped
INFO   | jvm 1    | 2014/06/09 09:57:54 | [2014-06-09 09:57:54,939][INFO ][node                     ] [Stingray] closing ...
INFO   | jvm 1    | 2014/06/09 09:57:54 | [2014-06-09 09:57:54,957][INFO ][node                     ] [Stingray] closed
STATUS | wrapper  | 2014/06/09 09:57:55 | <-- Wrapper Stopped
STATUS | wrapper  | 2014/06/10 11:07:55 | --> Wrapper Started as Console
STATUS | wrapper  | 2014/06/10 11:07:55 | Java Service Wrapper Community Edition 64-bit 3.5.14
STATUS | wrapper  | 2014/06/10 11:07:55 |   Copyright (C) 1999-2011 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2014/06/10 11:07:55 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2014/06/10 11:07:55 | 
STATUS | wrapper  | 2014/06/10 11:07:55 | Launching a JVM...
INFO   | jvm 1    | 2014/06/10 11:07:58 | WrapperManager: Initializing...
INFO   | jvm 1    | 2014/06/10 11:08:00 | [2014-06-10 11:08:00,892][INFO ][node                     ] [Cerberus] version[1.0.0], pid[2312], build[a46900e/2014-02-12T16:18:34Z]
INFO   | jvm 1    | 2014/06/10 11:08:00 | [2014-06-10 11:08:00,894][INFO ][node                     ] [Cerberus] initializing ...
INFO   | jvm 1    | 2014/06/10 11:08:01 | [2014-06-10 11:08:01,131][INFO ][plugins                  ] [Cerberus] loaded [transport-thrift, analysis-mmseg, analysis-pinyin, mapper-attachments, marvel, analysis-smartcn, analysis-ik, analysis-ansj, DocumentPartialUpdate, river-email, analysis-string2int, analysis-stconvert], sites [marvel, bigdesk, head, inquisitor, kopf, paramedic, rtf, segmentspy]
INFO   | jvm 1    | 2014/06/10 11:08:07 | [2014-06-10 11:08:07,568][INFO ][node                     ] [Cerberus] initialized
INFO   | jvm 1    | 2014/06/10 11:08:07 | [2014-06-10 11:08:07,569][INFO ][node                     ] [Cerberus] starting ...
INFO   | jvm 1    | 2014/06/10 11:08:07 | [2014-06-10 11:08:07,610][INFO ][thrift                   ] [Cerberus] bound on port [9500]
INFO   | jvm 1    | 2014/06/10 11:08:07 | [2014-06-10 11:08:07,860][INFO ][transport                ] [Cerberus] bound_address {inet[/0:0:0:0:0:0:0:0%0:9300]}, publish_address {inet[/192.168.3.156:9300]}
INFO   | jvm 1    | 2014/06/10 11:08:11 | [2014-06-10 11:08:11,130][INFO ][cluster.service          ] [Cerberus] new_master [Cerberus][3TdlzeV2R1WljgccuGyHVQ][MacMiniE0100015][inet[/192.168.3.156:9300]], reason: zen-disco-join (elected_as_master)
INFO   | jvm 1    | 2014/06/10 11:08:11 | [2014-06-10 11:08:11,197][INFO ][discovery                ] [Cerberus] elasticsearch/3TdlzeV2R1WljgccuGyHVQ
INFO   | jvm 1    | 2014/06/10 11:08:11 | [2014-06-10 11:08:11,292][INFO ][http                     ] [Cerberus] bound_address {inet[/0:0:0:0:0:0:0:0%0:9200]}, publish_address {inet[/192.168.3.156:9200]}
INFO   | jvm 1    | 2014/06/10 11:08:12 | [2014-06-10 11:08:12,402][INFO ][mmseg-analyzer           ] chars loaded time=261ms, line=14861, on file=chars.dic
INFO   | jvm 1    | 2014/06/10 11:08:12 | [2014-06-10 11:08:12,406][INFO ][mmseg-analyzer           ] words loaded time=1ms, line=4, on file=words-my.dic
INFO   | jvm 1    | 2014/06/10 11:08:13 | [2014-06-10 11:08:12,983][INFO ][mmseg-analyzer           ] words loaded time=577ms, line=263638, on file=words.dic
INFO   | jvm 1    | 2014/06/10 11:08:13 | [2014-06-10 11:08:12,983][INFO ][mmseg-analyzer           ] load all dic use time=842ms
INFO   | jvm 1    | 2014/06/10 11:08:13 | [2014-06-10 11:08:12,984][INFO ][mmseg-analyzer           ] unit loaded time=1ms, line=35, on file=units.dic
INFO   | jvm 1    | 2014/06/10 11:08:14 | [2014-06-10 11:08:14,488][INFO ][ik-analyzer              ] [Dict Loading]ik/custom/mydict.dic
INFO   | jvm 1    | 2014/06/10 11:08:14 | [2014-06-10 11:08:14,488][INFO ][ik-analyzer              ] [Dict Loading]ik/custom/single_word_low_freq.dic
INFO   | jvm 1    | 2014/06/10 11:08:14 | [2014-06-10 11:08:14,519][INFO ][ik-analyzer              ] [Dict Loading]ik/custom/ext_stopword.dic
INFO   | jvm 1    | 2014/06/10 11:08:14 | 2014-6-10 11:08:14 org.ansj.util.MyStaticValue <clinit>
INFO   | jvm 1    | 2014/06/10 11:08:14 | 
INFO   | jvm 1    | 2014/06/10 11:08:14 | 
INFO   | jvm 1    | 2014/06/10 11:08:16 | 2014-6-10 11:08:16 org.ansj.library.InitDictionary init
INFO   | jvm 1    | 2014/06/10 11:08:16 | %S
INFO   | jvm 1    | 2014/06/10 11:08:16 | 
INFO   | jvm 1    | 2014/06/10 11:08:16 | 2014-6-10 11:08:16 org.ansj.library.UserDefineLibrary loadFile
INFO   | jvm 1    | 2014/06/10 11:08:16 | %S
INFO   | jvm 1    | 2014/06/10 11:08:16 | 
INFO   | jvm 1    | 2014/06/10 11:08:17 | 2014-6-10 11:08:17 org.ansj.library.UserDefineLibrary loadFile
INFO   | jvm 1    | 2014/06/10 11:08:17 | %S
INFO   | jvm 1    | 2014/06/10 11:08:17 | 
INFO   | jvm 1    | 2014/06/10 11:08:17 | 2014-6-10 11:08:17 org.ansj.library.UserDefineLibrary loadFile
INFO   | jvm 1    | 2014/06/10 11:08:17 | %S
INFO   | jvm 1    | 2014/06/10 11:08:17 | 
INFO   | jvm 1    | 2014/06/10 11:08:17 | 2014-6-10 11:08:17 org.ansj.library.UserDefineLibrary initAmbiguityLibrary
INFO   | jvm 1    | 2014/06/10 11:08:17 | %S
INFO   | jvm 1    | 2014/06/10 11:08:17 | 
INFO   | jvm 1    | 2014/06/10 11:08:19 | 2014-6-10 11:08:19 org.ansj.library.NgramLibrary <clinit>
INFO   | jvm 1    | 2014/06/10 11:08:19 | %S
INFO   | jvm 1    | 2014/06/10 11:08:19 | 
INFO   | jvm 1    | 2014/06/10 11:08:19 | %S
INFO   | jvm 1    | 2014/06/10 11:08:19 | 
INFO   | jvm 1    | 2014/06/10 11:08:19 | [2014-06-10 11:08:19,236][INFO ][ansj-redis-pool          ] 127.0.0.1:6379
INFO   | jvm 1    | 2014/06/10 11:08:19 | redis.clients.jedis.exceptions.JedisConnectionException: Could not get a resource from the pool
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.util.Pool.getResource(Pool.java:22)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at org.ansj.elasticsearch.pubsub.redis.RedisUtils.getConnection(RedisUtils.java:22)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at org.ansj.elasticsearch.index.config.AnsjElasticConfigurator$1.run(AnsjElasticConfigurator.java:79)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at java.lang.Thread.run(Thread.java:695)
INFO   | jvm 1    | 2014/06/10 11:08:19 | Caused by: redis.clients.jedis.exceptions.JedisConnectionException: java.net.ConnectException: Connection refused
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.jedis.Connection.connect(Connection.java:124)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.jedis.BinaryClient.connect(BinaryClient.java:54)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.jedis.BinaryJedis.connect(BinaryJedis.java:1657)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.jedis.JedisPool$JedisFactory.makeObject(JedisPool.java:63)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at org.apache.commons.pool.impl.GenericObjectPool.borrowObject(GenericObjectPool.java:1158)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.util.Pool.getResource(Pool.java:20)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	... 3 more
INFO   | jvm 1    | 2014/06/10 11:08:19 | Caused by: java.net.ConnectException: Connection refused
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at java.net.PlainSocketImpl.socketConnect(Native Method)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at java.net.PlainSocketImpl.doConnect(PlainSocketImpl.java:382)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at java.net.PlainSocketImpl.connectToAddress(PlainSocketImpl.java:241)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:228)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:431)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at java.net.Socket.connect(Socket.java:527)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.jedis.Connection.connect(Connection.java:119)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	... 8 more
INFO   | jvm 1    | 2014/06/10 11:08:19 | [2014-06-10 11:08:19,257][ERROR][ansj-redis-utils         ] Could not get a resource from the pool
INFO   | jvm 1    | 2014/06/10 11:08:19 | redis.clients.jedis.exceptions.JedisConnectionException: Could not get a resource from the pool
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.util.Pool.getResource(Pool.java:22)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at org.ansj.elasticsearch.pubsub.redis.RedisUtils.getConnection(RedisUtils.java:22)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at org.ansj.elasticsearch.index.config.AnsjElasticConfigurator$1.run(AnsjElasticConfigurator.java:79)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at java.lang.Thread.run(Thread.java:695)
INFO   | jvm 1    | 2014/06/10 11:08:19 | Caused by: redis.clients.jedis.exceptions.JedisConnectionException: java.net.ConnectException: Connection refused
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.jedis.Connection.connect(Connection.java:124)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.jedis.BinaryClient.connect(BinaryClient.java:54)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.jedis.BinaryJedis.connect(BinaryJedis.java:1657)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.jedis.JedisPool$JedisFactory.makeObject(JedisPool.java:63)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at org.apache.commons.pool.impl.GenericObjectPool.borrowObject(GenericObjectPool.java:1158)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at redis.clients.util.Pool.getResource(Pool.java:20)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	... 3 more
INFO   | jvm 1    | 2014/06/10 11:08:19 | Caused by: java.net.ConnectException: Connection refused
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at java.net.PlainSocketImpl.socketConnect(Native Method)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at java.net.PlainSocketImpl.doConnect(PlainSocketImpl.java:382)
INFO   | jvm 1    | 2014/06/10 11:08:19 | 	at java.net.PlainSocketImpl.connectToAddress(PlainSocketImpl.java:241)
